title,summary,keywords,phrases,entities,sentiment,sentiment_label,time_published,risk_factor
"After Gaining $394 Billion in Market Cap in 3 Days, Is Apple Stock on Its Way to Joining Nvidia and Microsoft in the $4 Trillion Club?","Apple is closing in on $3.5 trillion in market cap, but it could take time to reach $4 trillion.",[],[],"[('Microsoft', 'ORG'), ('Apple', 'ORG')]",0.212989,positive,20250816T110900,low
Apple's 10% Stock Pop: Time to Invest in the Technology Giant Embracing America?,The company is adding a new $100 billion investment in the United States.,[],[],"[('Apple', 'ORG'), ('Invest', 'ORG')]",0.136086,positive,20250816T071200,low
"David Tepper's Hedge Fund Bets On Intel, UnitedHealth; Cuts Position In Four Mag 7 Stocks - Alibaba Gr Hldgs  ( NYSE:BABA ) ","David Tepper's Appaloosa decreased position sizes in several Magnificent 7 stocks in the second quarter. The company increased its position in UnitedHealth Group with size, making it the top position.",[],[],"[(""David Tepper's"", 'PERSON'), ('Hedge Fund Bets', 'ORG'), ('Intel', 'ORG'), ('UnitedHealth', 'ORG'), ('NYSE', 'ORG'), (""David Tepper's"", 'PERSON'), ('UnitedHealth Group', 'ORG')]",0.192542,positive,20250815T195929,low
"Taiwan Semiconductor's Fading Hot Streak Raises Stakes For Direxion's TSM-Focused Bull, Bear Funds - NVIDIA  ( NASDAQ:NVDA ) , Apple  ( NASDAQ:AAPL ) ","Pure-play foundry Taiwan Semiconductor has been on a hot streak since April, though the rally has decelerated. Trajectory questions shines an intriguing spotlight on Direxion's TSM-focused bull and bear ETFs. Get more market-moving news first with AI-powered analysis that turns noise into ...",[],[],"[(""Taiwan Semiconductor's"", 'ORG'), ('Bear Funds - NVIDIA', 'ORG'), ('NASDAQ', 'ORG'), ('NVDA', 'ORG'), ('Apple', 'ORG'), ('Taiwan Semiconductor', 'ORG')]",0.134788,positive,20250815T185723,low
"Warren Buffett's Top 10 Berkshire Bets Span Apple, Coca-Cola, Finance And Oil - Apple  ( NASDAQ:AAPL ) , American Express  ( NYSE:AXP ) ",A look at the top 10 stock holdings in Warren Buffett's Berkshire Hathaway portfolio. The top 10 holdings have underperformed stock market indexes in 2025. Get the latest proven ETF strategies to target and profit from summer volatility before the next big market swing.,"[('profit', 'positive')]",[],"[(""Warren Buffett's"", 'PERSON'), ('Top 10 Berkshire Bets Span Apple', 'ORG'), ('Coca-Cola, Finance', 'ORG'), ('Oil - Apple', 'ORG'), ('American Express', 'ORG'), ('NYSE', 'ORG'), (""Warren Buffett's"", 'PERSON'), ('Berkshire Hathaway', 'PERSON')]",0.195941,positive,20250815T163928,low
Apple's $500 Billion Investment Into America Just Got Larger: Does That Mean You Should Buy the Stock?,Investors are missing the big picture with Apple's business today.,[],[],"[('Apple', 'ORG'), ('Apple', 'ORG')]",0.094022,positive,20250815T160000,low
"Performance Comparison: Apple And Competitors In Technology Hardware, Storage & Peripherals Industry - Apple  ( NASDAQ:AAPL ) ","Amidst the fast-paced and highly competitive business environment of today, conducting comprehensive company analysis is essential for investors and industry enthusiasts.",[],[],"[('Performance Comparison', 'PERSON'), ('Storage & Peripherals Industry - Apple', 'ORG')]",0.238452,positive,20250815T150059,low
"White House Reportedly Launches A Scorecard Rating 500+ Companies On Trump Loyalty - Who's Listed And How Ratings Are Determined - Apple  ( NASDAQ:AAPL ) , Cisco Systems  ( NASDAQ:CSCO ) ","The White House has reportedly created a rating system to evaluate the support of corporate America for President Donald Trump's ""One Big Beautiful Bill"" and other policies. The White House has developed a scorecard evaluating 553 companies and trade associations on their support for the ""One Big ...",[],[],"[('White House', 'ORG'), ('Trump Loyalty -', 'PERSON'), ('Cisco Systems', 'ORG'), ('NASDAQ', 'ORG'), ('The White House', 'ORG'), ('Donald Trump', 'PERSON'), ('The White House', 'ORG')]",0.371473,positive,20250815T133521,low
"How To Trade SPY And Top Tech Stocks Using Technical Analysis - Alphabet  ( NASDAQ:GOOGL ) , Apple  ( NASDAQ:AAPL ) ","Today's economic calendar wraps up the week on Friday, August 15, 2025, with a robust set of releases that could spark early market shifts.",[],[],"[('Apple', 'ORG')]",0.139359,positive,20250815T132014,low
AAPL FRAUD REMINDER: Apple Inc. Stock Drop Triggers Securities Fraud Class Action - Contact BFA Law before Imminent August 19 Deadline  ( NASDAQ:AAPL )  - Apple  ( NASDAQ:AAPL ) ,"NEW YORK, Aug. 15, 2025 ( GLOBE NEWSWIRE ) -- Leading securities law firm Bleichmar Fonti & Auld LLP announces that a lawsuit has been filed against Apple Inc. AAPL and certain of the Company's senior executives for potential violations of the federal securities laws.",[],[],"[('Apple Inc.', 'ORG'), ('GLOBE NEWSWIRE', 'ORG'), ('Bleichmar Fonti & Auld LLP', 'ORG'), ('Apple Inc.', 'ORG'), ('Company', 'ORG')]",0.1455,positive,20250815T121800,low
2 Dividend Stocks to Buy and Hold,These stocks look like they can weather almost any storm.,[],[],"[('Buy', 'PERSON')]",0.292414,positive,20250815T121500,low
Which High-Conviction Stock Picks Are Set to Soar in the Coming Years? Amazon  ( AMZN )  Is One.,These companies all have great long-term growth potential.,"[('growth', 'positive')]",[],"[('High-Conviction Stock Picks Are Set to Soar', 'ORG'), ('Amazon', 'ORG')]",0.172673,positive,20250815T103000,low
Should Goldman Sachs ActiveBeta U.S. Large Cap Equity ETF  ( GSLC )  Be on Your Investing Radar?,Style Box ETF report for ...,[],[],"[('Goldman Sachs', 'ORG'), ('Style Box', 'PERSON')]",0.198247,positive,20250815T102002,low
2 Warren Buffett Stocks to Buy Hand Over Fist and 1 to Avoid,The Oracle of Omaha's investing strategies have stood the test of time.,[],[],"[('Warren Buffett Stocks', 'PERSON'), ('Buy Hand Over Fist', 'ORG'), ('Avoid The Oracle', 'ORG')]",0.215703,positive,20250815T101000,low
OpenAI CEO Sam Altman Reveals 'Sci-Fi' AI Companion Vision With Ex-Apple Design Chief Jony Ive To Replace Smartphones - Apple  ( NASDAQ:AAPL ) ,"OpenAI CEO Sam Altman detailed his vision for an artificial intelligence companion device during a recent podcast appearance, describing plans for ""ambiently aware"" hardware that could fundamentally change how users interact with technology beyond traditional smartphones.",[],[],"[('OpenAI', 'ORG'), ('Sam Altman', 'PERSON'), (""Sci-Fi'"", 'ORG'), ('OpenAI', 'ORG'), ('Sam Altman', 'PERSON')]",0.201703,positive,20250815T100357,low
3 Things Apple Investors Should Know Following a Recent Trump Announcement,CEO Tim Cook took part in a White House press event to tout Apple's investments in its domestic manufacturing footprint.,[],[],"[('Tim Cook', 'PERSON'), ('White House', 'ORG'), ('Apple', 'ORG')]",0.165753,positive,20250815T095500,low
Should You Buy Berkshire Hathaway Stock While It's Under $500? Warren Buffett Gives Investors a Clear Answer.,"Investors can confidently buy Berkshire stock whenever Warren Buffett repurchases shares, but the buybacks stopped four quarters ago.",[],[],"[('Warren Buffett', 'PERSON'), ('Warren Buffett', 'PERSON')]",0.154569,positive,20250815T080500,low
"Dan Ives Says Apple's AI Strategy Has Been A 'Disaster' And No One On The Street Believes Innovation Will Come From Within - Alphabet  ( NASDAQ:GOOG ) , Apple  ( NASDAQ:AAPL ) ","On Thursday, Wedbush analyst Dan Ives called Tim Cook-led Apple Inc.'s AAPL artificial intelligence strategy a ""disaster"" as he once again reiterated that the tech giant is lagging far behind competitors like Meta Platforms, Inc. META, Microsoft Corporation MSFT and startups like OpenAI.",[],[],"[('Dan Ives', 'PERSON'), ('Apple', 'ORG'), ('Apple', 'ORG'), ('Wedbush', 'ORG'), ('Dan Ives', 'PERSON'), ('Tim Cook-led', 'PERSON'), (""Apple Inc.'s"", 'ORG'), ('Meta Platforms, Inc.', 'ORG'), ('META', 'ORG'), ('Microsoft Corporation', 'ORG')]",0.103912,positive,20250815T052808,low
"UnitedHealth Surges 11% As Michael Burry's Options Play, Warren Buffett's New Stake Signal Bold Rebound Bet - T-Mobile US  ( NASDAQ:TMUS ) , Apple  ( NASDAQ:AAPL ) ",UnitedHealth Group Inc. UNH is trending after the stock surged 10.69% in after-hours trading on Thursday following disclosure that legendary investors Michael Burry and Warren Buffett have taken significant positions in the healthcare giant. Check out the current price of UNH stock here.,[],[],"[('UnitedHealth Surges', 'ORG'), ('Michael Burry', 'PERSON'), (""Warren Buffett's"", 'PERSON'), ('New Stake Signal Bold Rebound Bet - T-Mobile US', 'ORG'), ('Apple', 'ORG'), ('UnitedHealth Group Inc.', 'ORG'), ('UNH', 'ORG'), ('Michael Burry', 'PERSON'), ('Warren Buffett', 'PERSON'), ('UNH', 'ORG')]",0.20271,positive,20250815T042153,low
"Buffett Reveals UnitedHealth Stake, Trims Apple In Berkshire Hathaway Q2 13F Filing - Apple  ( NASDAQ:AAPL ) , Allegion  ( NYSE:ALLE ) ","Warren Buffett unveiled several new stock positions for Berkshire Hathaway in the second quarter. UnitedHealth is a new position for Berkshire Hathaway. See what Wall Street is buying with instant access to ratings on 1,000 top stocks, including Goldman Sachs, Morgan Stanley, and more.",[],[],"[('Buffett Reveals UnitedHealth Stake', 'ORG'), ('Filing - Apple', 'ORG'), ('NYSE', 'ORG'), ('ALLE', 'ORG'), ('Warren Buffett', 'PERSON'), ('Berkshire Hathaway', 'PERSON'), ('UnitedHealth', 'ORG'), ('Berkshire Hathaway', 'PERSON'), ('Goldman Sachs', 'ORG'), ('Morgan Stanley', 'ORG')]",0.221736,positive,20250814T205101,low
"Apple Inc. Investors: Please contact the Portnoy Law Firm to recover your losses. August 19, 2025 Deadline to file Lead Plaintiff Motion - Apple  ( NASDAQ:AAPL ) ","Investors can contact the law firm at no cost to learn more about recovering their losses LOS ANGELES, Aug. 14, 2025 ( GLOBE NEWSWIRE ) -- The Portnoy Law Firm advises Apple Inc. ( ""Apple"" or the ""Company"" ) AAPL investors of a class action representing investors that bought securities between ...",[],[],"[('Apple Inc.', 'ORG'), ('Lead Plaintiff Motion - Apple', 'ORG'), ('GLOBE NEWSWIRE', 'ORG'), ('Apple Inc.', 'ORG'), ('Apple', 'ORG')]",0.049053,positive,20250814T195944,low
"Arm Holdings Shares Up 15% in 2025: Is it Time to Buy, Hold, or Sell?","China headwinds, CPU venture risks, and a steep valuation premium temper Arm Holdings' AI and IoT momentum.",[],[],"[('Sell', 'PERSON'), ('CPU', 'ORG'), ('IoT', 'ORG')]",0.113717,positive,20250814T170600,low
What's Going On With Apple Stock Thursday? - Masimo  ( NASDAQ:MASI ) ,"U.S. update restores Blood Oxygen to Apple Watch Series 9, Series 10, and Ultra 2. Masimo shares fall 3.4% as Apple reintroduces the disputed feature. See what Wall Street is buying with instant access to ratings on 1,000 top stocks, including Goldman Sachs, Morgan Stanley, and more.",[],[],"[('Masimo', 'PERSON'), ('NASDAQ', 'ORG'), ('MASI', 'ORG'), ('Blood Oxygen to', 'ORG'), ('Apple Watch Series', 'ORG'), ('Masimo', 'PERSON'), ('Apple', 'ORG'), ('Goldman Sachs', 'ORG'), ('Morgan Stanley', 'ORG')]",0.035812,positive,20250814T165013,low
4 Women-Run Company Stocks Showing Strong 2025 Gains,These women-run company stocks offer high growth and stability.,"[('growth', 'positive')]",[],"[('Women-Run Company Stocks', 'ORG')]",0.413532,positive,20250814T163500,low
Nokia and MX Fiber Expand Gigabit Connectivity Across Southeast Mexico,"NOK deploys a 1,800 km high-speed optical network for MX Fiber, boosting digital access and economic growth in Southeast Mexico.","[('growth', 'positive')]",[],"[('Nokia', 'ORG'), ('MX Fiber Expand Gigabit Connectivity Across Southeast Mexico NOK', 'ORG')]",0.388957,positive,20250814T155300,low
"What's Going On With Semiconductor Stocks Today - Apple  ( NASDAQ:AAPL ) , Advanced Micro Devices  ( NASDAQ:AMD ) ","Chip stocks trend as profit-taking meets massive AI spending plans, led by $250B+ investments from Meta, Microsoft, and Google. Wedbush says Trump's China AI chip deal boosts Nvidia, AMD, and Big Tech, removing a key growth barrier for the next 12-18 months.","[('profit', 'positive'), ('growth', 'positive')]",[],"[('Advanced Micro Devices', 'ORG'), ('NASDAQ', 'ORG'), ('AMD', 'ORG'), ('Meta', 'ORG'), ('Microsoft', 'ORG'), ('Google', 'ORG'), ('Wedbush', 'ORG'), ('Trump', 'PERSON'), ('AMD', 'ORG')]",0.257548,positive,20250814T150812,low
"Inquiry Into Apple's Competitor Dynamics In Technology Hardware, Storage & Peripherals Industry - Apple  ( NASDAQ:AAPL ) ","In the ever-changing and fiercely competitive business landscape, conducting thorough company analysis is crucial for investors and industry experts. In this article, we will undertake a comprehensive industry comparison, evaluating Apple AAPL and its primary competitors in the Technology ...",[],[],"[(""Inquiry Into Apple's"", 'ORG'), ('Storage & Peripherals Industry - Apple', 'ORG'), ('Apple', 'ORG')]",0.230916,positive,20250814T150053,low
